Day,Month,Year,Time of Call,Incident Number,X Coordinate,Y Coordinate,Unitary Authority,Ward,Origin of Call,Incident Category,Property Category,Property Type,Is Primary Fire,Cause of Fire,Is Property Derelict?,Is Property Occupied at the Incident?,Property Normally Occupied?,Is Fire Confined to Chimney?,How Fire Was Discovered?,Main Cause of Fire,Ignition Source,Ignition Source Powered,Item First Damaged,Item Responsible for Spread of Fire,Main action by Other Than FRS,Main Action by FRS,Special Service Type,Road Traffic Collision,False Alarm Reason,Victims Involved?,Were Alarm Systems Present?,No. of fatalities,No. of fire fatalities,No. of injuries,No. of rescues
27,July,2014,02:30:23,007576-27072014,359***,169***,BRISTOL,HENGROVE,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Outdoor storage,yes,Deliberate – others property,no,,,,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Matches and candles -> Matches ,Not applicable,Not known,Not known,None,,,no,,no,,,,,
27,July,2014,03:01:24,007578-27072014,332***,161***,N SOM,WESTON-SUPER-MARE CENTRAL,Person (mobile),Fire,NonResidential,Building > Non Residential > Public toilets,yes,Deliberate – others property,no,no,No - unoccupied permanently (vacant),no,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Smoking Related -> Cigarette lighter ,Not applicable,Paper/Cardboard -> Paper/Cardboard,"Foam, rubber, plastic -> Plastic – raw material only",None,,,no,,no,no,,,,
27,July,2014,02:57:29,007577-27072014,357***,176***,BRISTOL,HENLEAZE,Person (land line),False Alarm,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > 3 or more storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
27,July,2014,04:38:09,007583-27072014,336***,163***,N SOM,WESTON-SUPER-MARE SOUTH WORLE,Person (land line),False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
27,July,2014,05:20:00,007584-27072014,332***,161***,N SOM,WESTON-SUPER-MARE CENTRAL,Person (mobile),Fire,Outdoor,Outdoor > Other outdoors (including land) > Beach,no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,06:42:25,007586-27072014,375***,161***,BANES,BATHAVON SOUTH,Person (mobile),Fire,RoadVehicle,Road Vehicle > Car,yes,Deliberate – others property,no,,,,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Not known,Not known,Not known,Not known,None,,,no,,no,,,,,
27,July,2014,08:33:14,007589-27072014,360***,169***,BRISTOL,HENGROVE,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Large refuse/rubbish container (e.g. skip),no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,09:51:53,007594-27072014,365***,181***,S GLOS,WINTERBOURNE,Person (land line),False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
27,July,2014,11:58:54,007597-27072014,365***,169***,BANES,KEYNSHAM NORTH,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Other,no,,,,,
27,July,2014,12:38:50,007603-27072014,375***,164***,BANES,WIDCOMBE,Person (land line),False Alarm,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Bonfire,no,,,,,
27,July,2014,12:24:30,007598-27072014,362***,184***,S GLOS,ALMONDSBURY,Person (mobile),Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Extrication of person/s",yes,,yes,,0,0,2,0
27,July,2014,13:46:25,007604-27072014,366***,172***,S GLOS,PARKWALL,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
27,July,2014,14:03:38,007606-27072014,372***,189***,S GLOS,LADDEN BROOK,Person (mobile),Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Extrication of person/s",yes,,yes,,0,0,1,0
27,July,2014,14:15:55,007609-27072014,361***,173***,BRISTOL,ST GEORGE WEST,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Tree scrub (includes single trees not in garden)",no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,14:32:21,007610-27072014,359***,170***,BRISTOL,FILWOOD,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,15:28:19,007615-27072014,365***,169***,BANES,KEYNSHAM NORTH,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Fence,no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,15:34:06,007618-27072014,361***,186***,S GLOS,SEVERN,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Tree scrub (includes single trees not in garden)",no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,16:11:35,007622-27072014,362***,172***,BRISTOL,BRISLINGTON EAST,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,16:14:53,007624-27072014,361***,171***,BRISTOL,KNOWLE,Person (land line),False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Toaster/toast,no,,,,,
27,July,2014,16:43:34,007625-27072014,363***,176***,BRISTOL,FROME VALE,Person (land line),False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
27,July,2014,16:44:42,007626-27072014,360***,168***,BRISTOL,HENGROVE,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,16:59:18,007627-27072014,359***,180***,BRISTOL,SOUTHMEAD,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,17:37:18,007632-27072014,361***,170***,BRISTOL,BRISLINGTON WEST,Police,Fire,OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,18:02:11,007633-27072014,365***,175***,S GLOS,STAPLE HILL,Person (land line),False Alarm,OutdoorStructure,Outdoor > Outdoor equipment and machinery > Barbeque,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > BBQ,no,,,,,
27,July,2014,18:09:31,007636-27072014,361***,172***,BRISTOL,BRISLINGTON WEST,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Industrial Manufacturing > Factory,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
27,July,2014,18:12:43,007637-27072014,358***,167***,BRISTOL,WHITCHURCH PARK,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,18:05:23,007635-27072014,373***,165***,BANES,NEWBRIDGE,AFA from call centre,False Alarm,OtherResidential,Building > Other Residential > Residential Home > Nursing/Care,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
27,July,2014,18:53:00,007642-27072014,357***,169***,BRISTOL,HARTCLIFFE,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Retail > Other retail,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
27,July,2014,18:37:03,007639-27072014,361***,185***,S GLOS,SEVERN,Person (mobile),False Alarm,RoadVehicle,Road Vehicle > Lorry/HGV,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Vehicle,no,,,,,
27,July,2014,19:35:13,007643-27072014,359***,173***,BRISTOL,CABOT,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,20:05:03,007645-27072014,332***,160***,N SOM,WESTON-SUPER-MARE SOUTH,Person (mobile),Fire,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > Up to 2 storeys,yes,Accidental,no,yes,Yes - occupied,no,Person running call,Accidental;  Negligent use of equipment or appliance (heat source),Cooking appliance -> Cooker incl oven,Electric,Clothing/Textiles  -> Other textiles,Clothing/Textiles  -> Other textiles,None,Small means -> Removal from/of heat source,,no,,no,no,,,,
27,July,2014,20:03:58,007646-27072014,361***,175***,BRISTOL,EASTON,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Railway trackside vegetation",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,20:59:46,007654-27072014,378***,168***,BANES,BATHAVON NORTH,Police,False Alarm,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
27,July,2014,21:57:41,007656-27072014,366***,172***,S GLOS,PARKWALL,Person (land line),False Alarm,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
27,July,2014,21:00:40,007655-27072014,357***,175***,BRISTOL,STOKE BISHOP,Police,Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Tree scrub (includes single trees not in garden)",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,21:58:41,007657-27072014,361***,175***,BRISTOL,LAWRENCE HILL,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,22:25:37,007659-27072014,357***,175***,BRISTOL,HENLEAZE,AFA from call centre,Fire,OtherResidential,Building > Other Residential > Other Residential Home,yes,Accidental,no,yes,Yes - occupied,no,Automatic alarm system,Accidental;  Careless handling - due to sleep or unconsciousness,Smoking Related -> Smoking materials ,Not applicable,Paper/Cardboard -> Paper/Cardboard,Paper/Cardboard -> Paper/Cardboard,None,Portable extinguishers -> C02 (carbon dioxide) -> mobile unit,,no,,no,yes,,,,
27,July,2014,22:50:13,007660-27072014,362***,175***,BRISTOL,EASTVILLE,Person (land line),Fire,OutdoorStructure,Outdoor > Outdoor structures > Shelter,yes,Deliberate – others property,no,,,,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Matches and candles -> Matches ,Not applicable,Rubbish/Waste/Recycling -> Rubbish/Waste material,Rubbish/Waste/Recycling -> Rubbish/Waste material,None,Small means -> Water – from bucket/containers,,no,,no,,,,,
27,July,2014,22:53:32,007662-27072014,362***,168***,BRISTOL,STOCKWOOD,Person (land line),False Alarm,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Fire elsewhere (not at location),no,,,,,
27,July,2014,23:47:06,007665-27072014,347***,171***,N SOM,NAILSEA NORTH AND WEST,Police,Fire,OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
27,July,2014,23:51:56,007666-27072014,373***,182***,S GLOS,CHIPPING SODBURY,Police,False Alarm,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
28,July,2014,01:16:09,007669-28072014,360***,175***,BRISTOL,ASHLEY,Person (mobile),False Alarm,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > 3 or more storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
28,July,2014,01:19:14,007670-28072014,360***,175***,BRISTOL,ASHLEY,Person (land line),Special Service,Dwelling,Building > Dwelling > Unknown if licensed HMO > 3 or more storeys,,,,,,,,,,,,,,,"Effecting entry/exit, For person in distress",no,,no,,,,,
28,July,2014,03:03:11,007671-28072014,365***,181***,S GLOS,WINTERBOURNE,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Education > Infant/primary school,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
28,July,2014,03:15:02,007672-28072014,333***,160***,N SOM,WESTON-SUPER-MARE SOUTH,Person (mobile),False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Bonfire,no,,,,,
28,July,2014,03:57:55,007673-28072014,361***,168***,BRISTOL,HENGROVE,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
28,July,2014,05:59:59,007675-28072014,373***,166***,BANES,NEWBRIDGE,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
28,July,2014,07:39:06,007678-28072014,359***,174***,BRISTOL,CABOT,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 10 or more storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: sprinkler > Damaged,no,,,,,
28,July,2014,07:51:11,007680-28072014,359***,173***,BRISTOL,LAWRENCE HILL,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
28,July,2014,10:32:51,007684-28072014,368***,173***,S GLOS,SISTON,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Industrial Manufacturing > Engineering,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Other,no,,,,,
28,July,2014,11:18:17,007686-28072014,359***,171***,BRISTOL,WINDMILL HILL,Police,Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"No action (not false alarm), Service not required",no,,no,,,,,
28,July,2014,11:24:31,007687-28072014,362***,182***,S GLOS,BRADLEY STOKE SHERBOURNE,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Tree scrub (includes single trees not in garden)",no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
28,July,2014,11:36:16,007688-28072014,355***,181***,S GLOS,ALMONDSBURY,Person (mobile),Fire,RoadVehicle,Road Vehicle > Lorry/HGV,yes,Accidental,no,,,,Person running call,"Accidental;  Overheating, unknown cause",Vehicles only -> Unknown,Not known,"Foam, rubber, plastic -> Plastic – raw material only","Foam, rubber, plastic -> Plastic – raw material only",Fire extinguisher,,,no,,no,,,,,
28,July,2014,12:16:34,007692-28072014,358***,169***,BRISTOL,HARTCLIFFE,Person (land line),Fire,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),no,Deliberate – own property,no,,,,,,,,,,,,,no,,no,,,,,
28,July,2014,13:49:16,007693-28072014,374***,182***,S GLOS,COTSWOLD EDGE,Person (mobile),Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Release of person/s",yes,,yes,,0,0,0,1
28,July,2014,14:51:52,007699-28072014,360***,178***,S GLOS,FILTON,Person (land line),Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Effecting entry/exit, For person in distress",no,,no,,,,,
28,July,2014,15:14:29,007700-28072014,357***,169***,BRISTOL,BISHOPSWORTH,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
28,July,2014,15:16:00,007701-28072014,357***,174***,BRISTOL,CLIFTON,Person (mobile),Fire,RoadVehicle,Road Vehicle > Agricultural,yes,Accidental,no,,,,Person running call,"Accidental;  Overheating, unknown cause",Vehicles only -> Unknown,Not known,Not known,Not known,None,None -> No firefighting,,no,,no,,,,,
28,July,2014,15:22:07,007703-28072014,360***,183***,S GLOS,PATCHWAY,Person (land line),Special Service,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,"Flooding, Advice only",no,,no,,,,,
28,July,2014,15:44:14,007704-28072014,359***,173***,BRISTOL,CABOT,Person (land line),Fire,OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
28,July,2014,16:08:56,007705-28072014,371***,183***,S GLOS,YATE NORTH,Ambulance,False Alarm,NonResidential,"Building > Non Residential > Public admin, security and safety > Ambulance station",,,,,,,,,,,,,,,,,Good Intent false alarm > Special Service > Not required,no,,,,,
28,July,2014,09:02:27,007682-28072014,364***,157***,BANES,HIGH LITTLETON,Person (land line),Fire,Dwelling,Building > Dwelling > House - single occupancy,yes,Accidental,no,yes,Yes - occupied,no,Person running call,Accidental;  Fault in equipment or appliance ,Other domestic style appliance -> Electric kettle ,Electric,"Foam, rubber, plastic -> Plastic – raw material only","Foam, rubber, plastic -> Plastic – raw material only",Other,None -> No firefighting,,no,,no,yes,,,,
28,July,2014,16:32:29,007706-28072014,358***,174***,BRISTOL,COTHAM,Person (land line),False Alarm,OtherResidential,Building > Other Residential > Sheltered Housing - not self contained,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Other,no,,,,,
28,July,2014,16:38:30,007707-28072014,331***,162***,N SOM,WESTON-SUPER-MARE WEST,Person (land line),Special Service,Outdoor,Outdoor > Other outdoors (including land) > Beach,,,,,,,,,,,,,,,"Other rescue/release of persons, From mud",no,,yes,,0,0,0,8
28,July,2014,17:42:18,007710-28072014,337***,163***,N SOM,WESTON-SUPER-MARE NORTH WORLE,AFA from call centre,Fire,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,yes,Accidental,no,yes,Yes - occupied,no,Person running call,Accidental;  Careless handling - due to careless disposal,Smoking Related -> Smoking materials ,Not applicable,Paper/Cardboard -> Paper/Cardboard,Paper/Cardboard -> Paper/Cardboard,Water from bucket/container,None -> No firefighting,,no,,no,yes,,,,
28,July,2014,17:53:31,007711-28072014,360***,175***,BRISTOL,ASHLEY,Person (mobile),False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
28,July,2014,18:32:06,007714-28072014,363***,156***,BANES,HIGH LITTLETON,Person (land line),False Alarm,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
28,July,2014,18:43:22,007717-28072014,359***,177***,BRISTOL,HORFIELD,Person (mobile),False Alarm,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Bonfire,no,,,,,
28,July,2014,17:59:28,007712-28072014,358***,170***,BRISTOL,HARTCLIFFE,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
28,July,2014,18:39:17,007716-28072014,362***,171***,BRISTOL,BRISLINGTON EAST,Person (land line),Fire,Dwelling,Building > Dwelling > House - single occupancy,yes,Accidental,no,yes,Yes - occupied,no,Person running call,Accidental;  Cooking - chip pan/deep fat fryer,Cooking appliance -> Cooker incl oven,Electric,Food -> Cooking oil or fat,Food -> Cooking oil or fat,None,Small means -> Removal from/of heat source,,no,,no,yes,,,,
28,July,2014,19:14:54,007718-28072014,370***,183***,S GLOS,LADDEN BROOK,Person (mobile),False Alarm,OtherResidential,Building > Other Residential > Residential Home > Nursing/Care,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
28,July,2014,19:46:08,007720-28072014,362***,173***,BRISTOL,ST GEORGE WEST,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
28,July,2014,20:32:35,007722-28072014,358***,171***,BRISTOL,SOUTHVILLE,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
28,July,2014,21:14:52,007725-28072014,369***,155***,BANES,RADSTOCK,Person (land line),Fire,RoadVehicle,Road Vehicle > Car,yes,Accidental,no,,,,Person running call,Accidental;  Faulty fuel supplies - Electricity,Vehicles only -> Electrical fault ,Electric,"Foam, rubber, plastic -> Foam - raw material only","Foam, rubber, plastic -> Plastic – raw material only",None,,,no,,no,,,,,
28,July,2014,21:28:15,007732-28072014,372***,165***,BANES,NEWBRIDGE,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
28,July,2014,21:40:31,007736-28072014,353***,176***,BRISTOL,AVONMOUTH,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
28,July,2014,21:52:05,007737-28072014,353***,176***,BRISTOL,AVONMOUTH,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Wheelie bin,no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
28,July,2014,22:09:14,007738-28072014,364***,171***,S GLOS,HANHAM,Person (mobile),False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
28,July,2014,22:13:03,007739-28072014,358***,168***,BRISTOL,HARTCLIFFE,Person (mobile),Fire,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
28,July,2014,22:30:55,007740-28072014,353***,177***,BRISTOL,AVONMOUTH,Person (mobile),False Alarm,OutdoorStructure,Outdoor > Outdoor structures > Other outdoor structures,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
28,July,2014,23:35:45,007741-28072014,354***,180***,BRISTOL,AVONMOUTH,Person (mobile),False Alarm,NonResidential,Building > Non Residential > Industrial Manufacturing > Food and drink processing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: other > Faulty,no,,,,,
28,July,2014,23:53:08,007743-28072014,376***,166***,BANES,LAMBRIDGE,Person (land line),Special Service,RoadVehicle,Road Vehicle > Multiple Vehicles,,,,,,,,,,,,,,,"RTC, Stand by - no action",yes,,no,,,,,
29,July,2014,00:01:25,007744-29072014,341***,167***,N SOM,BANWELL AND WINSCOMBE,Person (land line),Fire,RoadVehicle,Road Vehicle > Lorry/HGV,yes,Accidental,no,,,,Person running call,"Accidental;  Overheating, unknown cause",Vehicles only -> Wheels or brakes ,Not applicable,Other,Other,None,None -> No firefighting,,no,,no,,,,,
28,July,2014,23:50:02,007742-28072014,370***,192***,S GLOS,CHARFIELD,Person (land line),Fire,NonResidential,"Building > Non Residential > Public admin, security and safety > Prison",yes,Accidental,no,yes,Yes - occupied,no,Automatic alarm system,"Accidental;  Overheating, unknown cause",Electric Lighting -> Fluorescent lights ,Electric,Structural/Fixtures/Fitting s – Internal -> Wiring insulation,None,None,None -> No firefighting,,no,,no,yes,,,,
29,July,2014,02:10:59,007746-29072014,360***,169***,BRISTOL,HENGROVE,Person (mobile),Fire,RoadVehicle,Road Vehicle > Motorcycle,yes,Deliberate – others property,no,,,,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Smoking Related -> Cigarette lighter ,Not applicable,Not known,Not known,None,Small means -> Water – from bucket/containers,,no,,no,,,,,
29,July,2014,02:44:31,007747-29072014,361***,175***,BRISTOL,EASTVILLE,Person (mobile),Fire,RoadVehicle,Road Vehicle > Car,yes,Deliberate – others property,no,,,,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Not known,Not known,Not known,Not known,None,,,no,,no,,,,,
29,July,2014,03:16:21,007751-29072014,359***,173***,BRISTOL,CABOT,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Retail > Single shop,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
29,July,2014,03:48:49,007752-29072014,358***,168***,BRISTOL,WHITCHURCH PARK,Person (mobile),Fire,RoadVehicle,Road Vehicle > Car,yes,Deliberate – others property,no,,,,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Smoking Related -> Cigarette lighter ,Not applicable,"Foam, rubber, plastic -> Plastic – raw material only","Foam, rubber, plastic -> Plastic – raw material only",None,,,no,,no,,,,,
29,July,2014,04:46:30,007761-29072014,362***,172***,BRISTOL,BRISLINGTON WEST,Person (mobile),Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Flooding, Other",no,,no,,,,,
29,July,2014,05:51:52,007763-29072014,370***,180***,S GLOS,DODINGTON,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Scrub land",no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
29,July,2014,07:06:23,007764-29072014,376***,167***,BANES,LAMBRIDGE,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Smoking,no,,,,,
29,July,2014,08:07:45,007765-29072014,359***,172***,BRISTOL,LAWRENCE HILL,Police,Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Make scene safe",yes,,no,,,,,
29,July,2014,08:51:31,007766-29072014,362***,182***,S GLOS,BRADLEY STOKE SHERBOURNE,Person (land line),Fire,NonResidential,Building > Non Residential > Food and Drink > Other Restaurant/cafe - Not known if - licensed,yes,Accidental,no,yes,Yes - occupied,no,Person running call,"Accidental;  Overheating, unknown cause",Electric Lighting -> Fluorescent lights ,Electric,Structural/Fixtures/Fitting s – Internal -> Wiring insulation,Structural/Fixtures/Fitting s – Internal -> Wiring insulation,None,None -> No firefighting,,no,,no,yes,,,,
29,July,2014,10:26:18,007776-29072014,358***,168***,BRISTOL,WHITCHURCH PARK,Person (mobile),Special Service,OutdoorStructure,Outdoor > Outdoor structures > Other outdoor structures,,,,,,,,,,,,,,,"Other rescue/release of persons, Other",no,,yes,,0,0,0,1
29,July,2014,10:30:37,007777-29072014,357***,180***,S GLOS,ALMONDSBURY,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Retail > Vehicle sales,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Testing,no,,,,,
